Exchange,Token,LotSize,Symbol,TradingSymbol,Expiry,Instrument,OptionType,StrikePrice,TickSize,
BFO,1143461,2350,JFSLOPT,JIOFIN25AUG252.5PE,14-AUG-2025,OPTSTK,PE,252.5,0.05,
BFO,1147877,2350,JFSLOPT,JIOFIN25AUG250PE,14-AUG-2025,OPTSTK,PE,250,0.05,
BFO,1147018,2350,JFSLOPT,JIOFIN25AUG247.5PE,14-AUG-2025,OPTSTK,PE,247.5,0.05,
BFO,1151224,2350,JFSLOPT,JIOFIN25AUG245PE,14-AUG-2025,OPTSTK,PE,245,0.05,
BFO,1146625,2350,JFSLOPT,JIOFIN25AUG242.5PE,14-AUG-2025,OPTSTK,PE,242.5,0.05,
BFO,1150843,2350,JFSLOPT,JIOFIN25AUG240PE,14-AUG-2025,OPTSTK,PE,240,0.05,
BFO,1150268,2350,JFSLOPT,JIOFIN25AUG237.5PE,14-AUG-2025,OPTSTK,PE,237.5,0.05,
BFO,1154870,2350,JFSLOPT,JIOFIN25AUG235PE,14-AUG-2025,OPTSTK,PE,235,0.05,
BFO,1175799,2350,JFSLOPT,JIOFIN25AUG232.5PE,14-AUG-2025,OPTSTK,PE,232.5,0.05,
BFO,1175583,2350,JFSLOPT,JIOFIN25AUG230PE,14-AUG-2025,OPTSTK,PE,230,0.05,
BFO,863426,2350,JFSLOPT,JIOFIN25AUG370CE,14-AUG-2025,OPTSTK,CE,370,0.05,
BFO,847238,2350,JFSLOPT,JIOFIN25AUG365CE,14-AUG-2025,OPTSTK,CE,365,0.05,
BFO,846042,2350,JFSLOPT,JIOFIN25AUG360CE,14-AUG-2025,OPTSTK,CE,360,0.05,
BFO,844852,2350,JFSLOPT,JIOFIN25AUG355CE,14-AUG-2025,OPTSTK,CE,355,0.05,
BFO,844806,2350,JFSLOPT,JIOFIN25AUG350CE,14-AUG-2025,OPTSTK,CE,350,0.05,
BFO,845231,2350,JFSLOPT,JIOFIN25AUG345CE,14-AUG-2025,OPTSTK,CE,345,0.05,
BFO,845187,2350,JFSLOPT,JIOFIN25AUG340CE,14-AUG-2025,OPTSTK,CE,340,0.05,
BFO,845608,2350,JFSLOPT,JIOFIN25AUG335CE,14-AUG-2025,OPTSTK,CE,335,0.05,
BFO,844215,2350,JFSLOPT,JIOFIN25AUG330CE,14-AUG-2025,OPTSTK,CE,330,0.05,
BFO,844181,2350,JFSLOPT,JIOFIN25AUG327.5CE,14-AUG-2025,OPTSTK,CE,327.5,0.05,
BFO,844389,2350,JFSLOPT,JIOFIN25AUG325CE,14-AUG-2025,OPTSTK,CE,325,0.05,
BFO,830941,2350,JFSLOPT,JIOFIN25AUG322.5CE,14-AUG-2025,OPTSTK,CE,322.5,0.05,
BFO,831133,2350,JFSLOPT,JIOFIN25AUG320CE,14-AUG-2025,OPTSTK,CE,320,0.05,
BFO,831113,2350,JFSLOPT,JIOFIN25AUG317.5CE,14-AUG-2025,OPTSTK,CE,317.5,0.05,
BFO,830619,2350,JFSLOPT,JIOFIN25AUG315CE,14-AUG-2025,OPTSTK,CE,315,0.05,
BFO,830430,2350,JFSLOPT,JIOFIN25AUG312.5CE,14-AUG-2025,OPTSTK,CE,312.5,0.05,
BFO,827446,2350,JFSLOPT,JIOFIN25AUG310CE,14-AUG-2025,OPTSTK,CE,310,0.05,
BFO,827389,2350,JFSLOPT,JIOFIN25AUG307.5CE,14-AUG-2025,OPTSTK,CE,307.5,0.05,
BFO,826659,2350,JFSLOPT,JIOFIN25AUG305CE,14-AUG-2025,OPTSTK,CE,305,0.05,
BFO,827363,2350,JFSLOPT,JIOFIN25AUG302.5CE,14-AUG-2025,OPTSTK,CE,302.5,0.05,
BFO,825945,2350,JFSLOPT,JIOFIN25AUG300CE,14-AUG-2025,OPTSTK,CE,300,0.05,
BFO,826001,2350,JFSLOPT,JIOFIN25AUG297.5CE,14-AUG-2025,OPTSTK,CE,297.5,0.05,
BFO,824122,2350,JFSLOPT,JIOFIN25AUG295CE,14-AUG-2025,OPTSTK,CE,295,0.05,
BFO,823930,2350,JFSLOPT,JIOFIN25AUG292.5CE,14-AUG-2025,OPTSTK,CE,292.5,0.05,
BFO,823493,2350,JFSLOPT,JIOFIN25AUG290CE,14-AUG-2025,OPTSTK,CE,290,0.05,
BFO,823457,2350,JFSLOPT,JIOFIN25AUG287.5CE,14-AUG-2025,OPTSTK,CE,287.5,0.05,
BFO,821804,2350,JFSLOPT,JIOFIN25AUG285CE,14-AUG-2025,OPTSTK,CE,285,0.05,
BFO,822246,2350,JFSLOPT,JIOFIN25AUG282.5CE,14-AUG-2025,OPTSTK,CE,282.5,0.05,
BFO,820083,2350,JFSLOPT,JIOFIN25AUG280CE,14-AUG-2025,OPTSTK,CE,280,0.05,
BFO,821700,2350,JFSLOPT,JIOFIN25AUG277.5CE,14-AUG-2025,OPTSTK,CE,277.5,0.05,
BFO,820536,2350,JFSLOPT,JIOFIN25AUG275CE,14-AUG-2025,OPTSTK,CE,275,0.05,
BFO,821655,2350,JFSLOPT,JIOFIN25AUG272.5CE,14-AUG-2025,OPTSTK,CE,272.5,0.05,
BFO,1146967,2350,JFSLOPT,JIOFIN25AUG270CE,14-AUG-2025,OPTSTK,CE,270,0.05,
BFO,1146355,2350,JFSLOPT,JIOFIN25AUG267.5CE,14-AUG-2025,OPTSTK,CE,267.5,0.05,
BFO,1150554,2350,JFSLOPT,JIOFIN25AUG265CE,14-AUG-2025,OPTSTK,CE,265,0.05,
BFO,1145981,2350,JFSLOPT,JIOFIN25AUG262.5CE,14-AUG-2025,OPTSTK,CE,262.5,0.05,
BFO,1150213,2350,JFSLOPT,JIOFIN25AUG260CE,14-AUG-2025,OPTSTK,CE,260,0.05,
BFO,1149655,2350,JFSLOPT,JIOFIN25AUG257.5CE,14-AUG-2025,OPTSTK,CE,257.5,0.05,
BFO,1154037,2350,JFSLOPT,JIOFIN25AUG255CE,14-AUG-2025,OPTSTK,CE,255,0.05,
BFO,1149319,2350,JFSLOPT,JIOFIN25AUG252.5CE,14-AUG-2025,OPTSTK,CE,252.5,0.05,
BFO,1153751,2350,JFSLOPT,JIOFIN25AUG250CE,14-AUG-2025,OPTSTK,CE,250,0.05,
BFO,1153050,2350,JFSLOPT,JIOFIN25AUG247.5CE,14-AUG-2025,OPTSTK,CE,247.5,0.05,
BFO,1172647,2350,JFSLOPT,JIOFIN25AUG245CE,14-AUG-2025,OPTSTK,CE,245,0.05,
BFO,1152605,2350,JFSLOPT,JIOFIN25AUG242.5CE,14-AUG-2025,OPTSTK,CE,242.5,0.05,
BFO,1171306,2350,JFSLOPT,JIOFIN25AUG240CE,14-AUG-2025,OPTSTK,CE,240,0.05,
BFO,1166174,2350,JFSLOPT,JIOFIN25AUG237.5CE,14-AUG-2025,OPTSTK,CE,237.5,0.05,
BFO,1146421,2350,JFSLOPT,JIOFIN25AUG235CE,14-AUG-2025,OPTSTK,CE,235,0.05,
BFO,1175602,2350,JFSLOPT,JIOFIN25AUG232.5CE,14-AUG-2025,OPTSTK,CE,232.5,0.05,
BFO,1175397,2350,JFSLOPT,JIOFIN25AUG230CE,14-AUG-2025,OPTSTK,CE,230,0.05,
BFO,843533,1250,JBFWOPT,JUBLFOOD25SEP780PE,25-SEP-2025,OPTSTK,PE,780,0.05,
BFO,841382,1250,JBFWOPT,JUBLFOOD25SEP770PE,25-SEP-2025,OPTSTK,PE,770,0.05,
BFO,839502,1250,JBFWOPT,JUBLFOOD25SEP760PE,25-SEP-2025,OPTSTK,PE,760,0.05,
BFO,839134,1250,JBFWOPT,JUBLFOOD25SEP750PE,25-SEP-2025,OPTSTK,PE,750,0.05,
BFO,834997,1250,JBFWOPT,JUBLFOOD25SEP740PE,25-SEP-2025,OPTSTK,PE,740,0.05,
BFO,836608,1250,JBFWOPT,JUBLFOOD25SEP730PE,25-SEP-2025,OPTSTK,PE,730,0.05,
BFO,838154,1250,JBFWOPT,JUBLFOOD25SEP720PE,25-SEP-2025,OPTSTK,PE,720,0.05,
BFO,832894,1250,JBFWOPT,JUBLFOOD25SEP710PE,25-SEP-2025,OPTSTK,PE,710,0.05,
BFO,834523,1250,JBFWOPT,JUBLFOOD25SEP700PE,25-SEP-2025,OPTSTK,PE,700,0.05,
BFO,835506,1250,JBFWOPT,JUBLFOOD25SEP690PE,25-SEP-2025,OPTSTK,PE,690,0.05,
BFO,837115,1250,JBFWOPT,JUBLFOOD25SEP680PE,25-SEP-2025,OPTSTK,PE,680,0.05,
BFO,831835,1250,JBFWOPT,JUBLFOOD25SEP670PE,25-SEP-2025,OPTSTK,PE,670,0.05,
BFO,833453,1250,JBFWOPT,JUBLFOOD25SEP660PE,25-SEP-2025,OPTSTK,PE,660,0.05,
BFO,838066,1250,JBFWOPT,JUBLFOOD25SEP650PE,25-SEP-2025,OPTSTK,PE,650,0.05,
BFO,832809,1250,JBFWOPT,JUBLFOOD25SEP640PE,25-SEP-2025,OPTSTK,PE,640,0.05,
BFO,834453,1250,JBFWOPT,JUBLFOOD25SEP630PE,25-SEP-2025,OPTSTK,PE,630,0.05,
BFO,836087,1250,JBFWOPT,JUBLFOOD25SEP620PE,25-SEP-2025,OPTSTK,PE,620,0.05,
BFO,837650,1250,JBFWOPT,JUBLFOOD25SEP610PE,25-SEP-2025,OPTSTK,PE,610,0.05,
BFO,832374,1250,JBFWOPT,JUBLFOOD25SEP600PE,25-SEP-2025,OPTSTK,PE,600,0.05,
BFO,858670,1250,JBFWOPT,JUBLFOOD25SEP590PE,25-SEP-2025,OPTSTK,PE,590,0.05,
BFO,860155,1250,JBFWOPT,JUBLFOOD25SEP580PE,25-SEP-2025,OPTSTK,PE,580,0.05,
BFO,862738,1250,JBFWOPT,JUBLFOOD25SEP570PE,25-SEP-2025,OPTSTK,PE,570,0.05,
BFO,843849,1250,JBFWOPT,JUBLFOOD25SEP780CE,25-SEP-2025,OPTSTK,CE,780,0.05,
BFO,841264,1250,JBFWOPT,JUBLFOOD25SEP770CE,25-SEP-2025,OPTSTK,CE,770,0.05,
BFO,839643,1250,JBFWOPT,JUBLFOOD25SEP760CE,25-SEP-2025,OPTSTK,CE,760,0.05,
BFO,839441,1250,JBFWOPT,JUBLFOOD25SEP750CE,25-SEP-2025,OPTSTK,CE,750,0.05,
BFO,837835,1250,JBFWOPT,JUBLFOOD25SEP740CE,25-SEP-2025,OPTSTK,CE,740,0.05,
BFO,832562,1250,JBFWOPT,JUBLFOOD25SEP730CE,25-SEP-2025,OPTSTK,CE,730,0.05,
BFO,834193,1250,JBFWOPT,JUBLFOOD25SEP720CE,25-SEP-2025,OPTSTK,CE,720,0.05,
BFO,835831,1250,JBFWOPT,JUBLFOOD25SEP710CE,25-SEP-2025,OPTSTK,CE,710,0.05,
BFO,837412,1250,JBFWOPT,JUBLFOOD25SEP700CE,25-SEP-2025,OPTSTK,CE,700,0.05,
BFO,838366,1250,JBFWOPT,JUBLFOOD25SEP690CE,25-SEP-2025,OPTSTK,CE,690,0.05,
BFO,833113,1250,JBFWOPT,JUBLFOOD25SEP680CE,25-SEP-2025,OPTSTK,CE,680,0.05,
BFO,834726,1250,JBFWOPT,JUBLFOOD25SEP670CE,25-SEP-2025,OPTSTK,CE,670,0.05,
BFO,836352,1250,JBFWOPT,JUBLFOOD25SEP660CE,25-SEP-2025,OPTSTK,CE,660,0.05,
BFO,837902,1250,JBFWOPT,JUBLFOOD25SEP650CE,25-SEP-2025,OPTSTK,CE,650,0.05,
BFO,832639,1250,JBFWOPT,JUBLFOOD25SEP640CE,25-SEP-2025,OPTSTK,CE,640,0.05,
BFO,834278,1250,JBFWOPT,JUBLFOOD25SEP630CE,25-SEP-2025,OPTSTK,CE,630,0.05,
BFO,835920,1250,JBFWOPT,JUBLFOOD25SEP620CE,25-SEP-2025,OPTSTK,CE,620,0.05,
BFO,837493,1250,JBFWOPT,JUBLFOOD25SEP610CE,25-SEP-2025,OPTSTK,CE,610,0.05,
BFO,832208,1250,JBFWOPT,JUBLFOOD25SEP600CE,25-SEP-2025,OPTSTK,CE,600,0.05,
BFO,858664,1250,JBFWOPT,JUBLFOOD25SEP590CE,25-SEP-2025,OPTSTK,CE,590,0.05,
BFO,860143,1250,JBFWOPT,JUBLFOOD25SEP580CE,25-SEP-2025,OPTSTK,CE,580,0.05,
BFO,862722,1250,JBFWOPT,JUBLFOOD25SEP570CE,25-SEP-2025,OPTSTK,CE,570,0.05,
BFO,853376,1250,JBFWOPT,JUBLFOOD25OCT760PE,30-OCT-2025,OPTSTK,PE,760,0.05,
BFO,854907,1250,JBFWOPT,JUBLFOOD25OCT750PE,30-OCT-2025,OPTSTK,PE,750,0.05,
BFO,850041,1250,JBFWOPT,JUBLFOOD25OCT740PE,30-OCT-2025,OPTSTK,PE,740,0.05,
BFO,851516,1250,JBFWOPT,JUBLFOOD25OCT730PE,30-OCT-2025,OPTSTK,PE,730,0.05,
BFO,852958,1250,JBFWOPT,JUBLFOOD25OCT720PE,30-OCT-2025,OPTSTK,PE,720,0.05,
BFO,854488,1250,JBFWOPT,JUBLFOOD25OCT710PE,30-OCT-2025,OPTSTK,PE,710,0.05,
BFO,849600,1250,JBFWOPT,JUBLFOOD25OCT700PE,30-OCT-2025,OPTSTK,PE,700,0.05,
BFO,850516,1250,JBFWOPT,JUBLFOOD25OCT690PE,30-OCT-2025,OPTSTK,PE,690,0.05,
BFO,852005,1250,JBFWOPT,JUBLFOOD25OCT680PE,30-OCT-2025,OPTSTK,PE,680,0.05,
BFO,853458,1250,JBFWOPT,JUBLFOOD25OCT670PE,30-OCT-2025,OPTSTK,PE,670,0.05,
BFO,854987,1250,JBFWOPT,JUBLFOOD25OCT660PE,30-OCT-2025,OPTSTK,PE,660,0.05,
BFO,850123,1250,JBFWOPT,JUBLFOOD25OCT650PE,30-OCT-2025,OPTSTK,PE,650,0.05,
BFO,851603,1250,JBFWOPT,JUBLFOOD25OCT640PE,30-OCT-2025,OPTSTK,PE,640,0.05,
BFO,853053,1250,JBFWOPT,JUBLFOOD25OCT630PE,30-OCT-2025,OPTSTK,PE,630,0.05,
BFO,854572,1250,JBFWOPT,JUBLFOOD25OCT620PE,30-OCT-2025,OPTSTK,PE,620,0.05,
BFO,855854,1250,JBFWOPT,JUBLFOOD25OCT610PE,30-OCT-2025,OPTSTK,PE,610,0.05,
BFO,858601,1250,JBFWOPT,JUBLFOOD25OCT600PE,30-OCT-2025,OPTSTK,PE,600,0.05,
BFO,858653,1250,JBFWOPT,JUBLFOOD25OCT590PE,30-OCT-2025,OPTSTK,PE,590,0.05,
BFO,860114,1250,JBFWOPT,JUBLFOOD25OCT580PE,30-OCT-2025,OPTSTK,PE,580,0.05,
BFO,863333,1250,JBFWOPT,JUBLFOOD25OCT570PE,30-OCT-2025,OPTSTK,PE,570,0.05,
BFO,853236,1250,JBFWOPT,JUBLFOOD25OCT760CE,30-OCT-2025,OPTSTK,CE,760,0.05,
BFO,854747,1250,JBFWOPT,JUBLFOOD25OCT750CE,30-OCT-2025,OPTSTK,CE,750,0.05,
BFO,849868,1250,JBFWOPT,JUBLFOOD25OCT740CE,30-OCT-2025,OPTSTK,CE,740,0.05,
BFO,851344,1250,JBFWOPT,JUBLFOOD25OCT730CE,30-OCT-2025,OPTSTK,CE,730,0.05,
BFO,852798,1250,JBFWOPT,JUBLFOOD25OCT720CE,30-OCT-2025,OPTSTK,CE,720,0.05,
BFO,854308,1250,JBFWOPT,JUBLFOOD25OCT710CE,30-OCT-2025,OPTSTK,CE,710,0.05,
BFO,849442,1250,JBFWOPT,JUBLFOOD25OCT700CE,30-OCT-2025,OPTSTK,CE,700,0.05,
BFO,853159,1250,JBFWOPT,JUBLFOOD25OCT690CE,30-OCT-2025,OPTSTK,CE,690,0.05,
BFO,854679,1250,JBFWOPT,JUBLFOOD25OCT680CE,30-OCT-2025,OPTSTK,CE,680,0.05,
BFO,849786,1250,JBFWOPT,JUBLFOOD25OCT670CE,30-OCT-2025,OPTSTK,CE,670,0.05,
BFO,851268,1250,JBFWOPT,JUBLFOOD25OCT660CE,30-OCT-2025,OPTSTK,CE,660,0.05,
BFO,852716,1250,JBFWOPT,JUBLFOOD25OCT650CE,30-OCT-2025,OPTSTK,CE,650,0.05,
BFO,854244,1250,JBFWOPT,JUBLFOOD25OCT640CE,30-OCT-2025,OPTSTK,CE,640,0.05,
BFO,849376,1250,JBFWOPT,JUBLFOOD25OCT630CE,30-OCT-2025,OPTSTK,CE,630,0.05,
BFO,850870,1250,JBFWOPT,JUBLFOOD25OCT620CE,30-OCT-2025,OPTSTK,CE,620,0.05,
BFO,856243,1250,JBFWOPT,JUBLFOOD25OCT610CE,30-OCT-2025,OPTSTK,CE,610,0.05,
BFO,858724,1250,JBFWOPT,JUBLFOOD25OCT600CE,30-OCT-2025,OPTSTK,CE,600,0.05,
BFO,858778,1250,JBFWOPT,JUBLFOOD25OCT590CE,30-OCT-2025,OPTSTK,CE,590,0.05,
BFO,859816,1250,JBFWOPT,JUBLFOOD25OCT580CE,30-OCT-2025,OPTSTK,CE,580,0.05,
BFO,862939,1250,JBFWOPT,JUBLFOOD25OCT570CE,30-OCT-2025,OPTSTK,CE,570,0.05,
BFO,853893,1250,JBFWFUT,JUBLFOOD25OCTFUT,30-OCT-2025,FUTSTK,XX,0,0.05,
BFO,836017,1250,JBFWFUT,JUBLFOOD25SEPFUT,25-SEP-2025,FUTSTK,XX,0,0.05,
BFO,1150785,1250,JBFWFUT,JUBLFOOD25AUGFUT,14-AUG-2025,FUTSTK,XX,0,0.05,
BFO,843609,1250,JBFWOPT,JUBLFOOD25AUG780PE,14-AUG-2025,OPTSTK,PE,780,0.05,
BFO,821539,1250,JBFWOPT,JUBLFOOD25AUG770PE,14-AUG-2025,OPTSTK,PE,770,0.05,
BFO,820258,1250,JBFWOPT,JUBLFOOD25AUG760PE,14-AUG-2025,OPTSTK,PE,760,0.05,
BFO,820662,1250,JBFWOPT,JUBLFOOD25AUG750PE,14-AUG-2025,OPTSTK,PE,750,0.05,
BFO,1151544,1250,JBFWOPT,JUBLFOOD25AUG740PE,14-AUG-2025,OPTSTK,PE,740,0.05,
BFO,1156424,1250,JBFWOPT,JUBLFOOD25AUG730PE,14-AUG-2025,OPTSTK,PE,730,0.05,
BFO,1144297,1250,JBFWOPT,JUBLFOOD25AUG720PE,14-AUG-2025,OPTSTK,PE,720,0.05,
BFO,1147533,1250,JBFWOPT,JUBLFOOD25AUG710PE,14-AUG-2025,OPTSTK,PE,710,0.05,
BFO,1150599,1250,JBFWOPT,JUBLFOOD25AUG700PE,14-AUG-2025,OPTSTK,PE,700,0.05,
BFO,1152757,1250,JBFWOPT,JUBLFOOD25AUG690PE,14-AUG-2025,OPTSTK,PE,690,0.05,
BFO,1162574,1250,JBFWOPT,JUBLFOOD25AUG680PE,14-AUG-2025,OPTSTK,PE,680,0.05,
BFO,1145287,1250,JBFWOPT,JUBLFOOD25AUG670PE,14-AUG-2025,OPTSTK,PE,670,0.05,
BFO,1148652,1250,JBFWOPT,JUBLFOOD25AUG660PE,14-AUG-2025,OPTSTK,PE,660,0.05,
BFO,1151802,1250,JBFWOPT,JUBLFOOD25AUG650PE,14-AUG-2025,OPTSTK,PE,650,0.05,
BFO,1157330,1250,JBFWOPT,JUBLFOOD25AUG640PE,14-AUG-2025,OPTSTK,PE,640,0.05,
BFO,1144466,1250,JBFWOPT,JUBLFOOD25AUG630PE,14-AUG-2025,OPTSTK,PE,630,0.05,
BFO,1147772,1250,JBFWOPT,JUBLFOOD25AUG620PE,14-AUG-2025,OPTSTK,PE,620,0.05,
BFO,1150772,1250,JBFWOPT,JUBLFOOD25AUG610PE,14-AUG-2025,OPTSTK,PE,610,0.05,
BFO,1154209,1250,JBFWOPT,JUBLFOOD25AUG600PE,14-AUG-2025,OPTSTK,PE,600,0.05,
BFO,825976,1250,JBFWOPT,JUBLFOOD25AUG590PE,14-AUG-2025,OPTSTK,PE,590,0.05,
BFO,860041,1250,JBFWOPT,JUBLFOOD25AUG580PE,14-AUG-2025,OPTSTK,PE,580,0.05,
BFO,863240,1250,JBFWOPT,JUBLFOOD25AUG570PE,14-AUG-2025,OPTSTK,PE,570,0.05,
BFO,843589,1250,JBFWOPT,JUBLFOOD25AUG780CE,14-AUG-2025,OPTSTK,CE,780,0.05,
BFO,821497,1250,JBFWOPT,JUBLFOOD25AUG770CE,14-AUG-2025,OPTSTK,CE,770,0.05,
BFO,820215,1250,JBFWOPT,JUBLFOOD25AUG760CE,14-AUG-2025,OPTSTK,CE,760,0.05,
BFO,820611,1250,JBFWOPT,JUBLFOOD25AUG750CE,14-AUG-2025,OPTSTK,CE,750,0.05,
BFO,1151139,1250,JBFWOPT,JUBLFOOD25AUG740CE,14-AUG-2025,OPTSTK,CE,740,0.05,
BFO,1154538,1250,JBFWOPT,JUBLFOOD25AUG730CE,14-AUG-2025,OPTSTK,CE,730,0.05,
BFO,1143922,1250,JBFWOPT,JUBLFOOD25AUG720CE,14-AUG-2025,OPTSTK,CE,720,0.05,
BFO,1147016,1250,JBFWOPT,JUBLFOOD25AUG710CE,14-AUG-2025,OPTSTK,CE,710,0.05,
BFO,1150264,1250,JBFWOPT,JUBLFOOD25AUG700CE,14-AUG-2025,OPTSTK,CE,700,0.05,
BFO,1144703,1250,JBFWOPT,JUBLFOOD25AUG690CE,14-AUG-2025,OPTSTK,CE,690,0.05,
BFO,1148081,1250,JBFWOPT,JUBLFOOD25AUG680CE,14-AUG-2025,OPTSTK,CE,680,0.05,
BFO,1150995,1250,JBFWOPT,JUBLFOOD25AUG670CE,14-AUG-2025,OPTSTK,CE,670,0.05,
BFO,1154428,1250,JBFWOPT,JUBLFOOD25AUG660CE,14-AUG-2025,OPTSTK,CE,660,0.05,
BFO,1143709,1250,JBFWOPT,JUBLFOOD25AUG650CE,14-AUG-2025,OPTSTK,CE,650,0.05,
BFO,1146868,1250,JBFWOPT,JUBLFOOD25AUG640CE,14-AUG-2025,OPTSTK,CE,640,0.05,
BFO,1150118,1250,JBFWOPT,JUBLFOOD25AUG630CE,14-AUG-2025,OPTSTK,CE,630,0.05,
BFO,1153695,1250,JBFWOPT,JUBLFOOD25AUG620CE,14-AUG-2025,OPTSTK,CE,620,0.05,
BFO,1171040,1250,JBFWOPT,JUBLFOOD25AUG610CE,14-AUG-2025,OPTSTK,CE,610,0.05,
BFO,1145970,1250,JBFWOPT,JUBLFOOD25AUG600CE,14-AUG-2025,OPTSTK,CE,600,0.05,
BFO,825971,1250,JBFWOPT,JUBLFOOD25AUG590CE,14-AUG-2025,OPTSTK,CE,590,0.05,
BFO,860024,1250,JBFWOPT,JUBLFOOD25AUG580CE,14-AUG-2025,OPTSTK,CE,580,0.05,
BFO,863221,1250,JBFWOPT,JUBLFOOD25AUG570CE,14-AUG-2025,OPTSTK,CE,570,0.05,
BFO,857586,1600,ITCLOPT,ITC25SEP460PE,25-SEP-2025,OPTSTK,PE,460,0.05,
BFO,835501,1600,ITCLOPT,ITC25SEP455PE,25-SEP-2025,OPTSTK,PE,455,0.05,
BFO,835324,1600,ITCLOPT,ITC25SEP450PE,25-SEP-2025,OPTSTK,PE,450,0.05,
BFO,837109,1600,ITCLOPT,ITC25SEP445PE,25-SEP-2025,OPTSTK,PE,445,0.05,
BFO,836922,1600,ITCLOPT,ITC25SEP440PE,25-SEP-2025,OPTSTK,PE,440,0.05,
BFO,831828,1600,ITCLOPT,ITC25SEP435PE,25-SEP-2025,OPTSTK,PE,435,0.05,
BFO,831650,1600,ITCLOPT,ITC25SEP430PE,25-SEP-2025,OPTSTK,PE,430,0.05,
BFO,833442,1600,ITCLOPT,ITC25SEP425PE,25-SEP-2025,OPTSTK,PE,425,0.05,
BFO,833250,1600,ITCLOPT,ITC25SEP420PE,25-SEP-2025,OPTSTK,PE,420,0.05,
BFO,835076,1600,ITCLOPT,ITC25SEP415PE,25-SEP-2025,OPTSTK,PE,415,0.05,
BFO,834870,1600,ITCLOPT,ITC25SEP410PE,25-SEP-2025,OPTSTK,PE,410,0.05,
BFO,836684,1600,ITCLOPT,ITC25SEP405PE,25-SEP-2025,OPTSTK,PE,405,0.05,
BFO,836487,1600,ITCLOPT,ITC25SEP400PE,25-SEP-2025,OPTSTK,PE,400,0.05,
BFO,837624,1600,ITCLOPT,ITC25SEP395PE,25-SEP-2025,OPTSTK,PE,395,0.05,
BFO,837448,1600,ITCLOPT,ITC25SEP390PE,25-SEP-2025,OPTSTK,PE,390,0.05,
BFO,832353,1600,ITCLOPT,ITC25SEP385PE,25-SEP-2025,OPTSTK,PE,385,0.05,
BFO,839410,1600,ITCLOPT,ITC25SEP380PE,25-SEP-2025,OPTSTK,PE,380,0.05,
BFO,859514,1600,ITCLOPT,ITC25SEP375PE,25-SEP-2025,OPTSTK,PE,375,0.05,
BFO,857723,1600,ITCLOPT,ITC25SEP460CE,25-SEP-2025,OPTSTK,CE,460,0.05,
BFO,835329,1600,ITCLOPT,ITC25SEP455CE,25-SEP-2025,OPTSTK,CE,455,0.05,
BFO,835163,1600,ITCLOPT,ITC25SEP450CE,25-SEP-2025,OPTSTK,CE,450,0.05,
BFO,836932,1600,ITCLOPT,ITC25SEP445CE,25-SEP-2025,OPTSTK,CE,445,0.05,
BFO,836764,1600,ITCLOPT,ITC25SEP440CE,25-SEP-2025,OPTSTK,CE,440,0.05,
BFO,831658,1600,ITCLOPT,ITC25SEP435CE,25-SEP-2025,OPTSTK,CE,435,0.05,
BFO,838335,1600,ITCLOPT,ITC25SEP430CE,25-SEP-2025,OPTSTK,CE,430,0.05,
BFO,833261,1600,ITCLOPT,ITC25SEP425CE,25-SEP-2025,OPTSTK,CE,425,0.05,
BFO,833079,1600,ITCLOPT,ITC25SEP420CE,25-SEP-2025,OPTSTK,CE,420,0.05,
BFO,834886,1600,ITCLOPT,ITC25SEP415CE,25-SEP-2025,OPTSTK,CE,415,0.05,
BFO,834694,1600,ITCLOPT,ITC25SEP410CE,25-SEP-2025,OPTSTK,CE,410,0.05,
BFO,836495,1600,ITCLOPT,ITC25SEP405CE,25-SEP-2025,OPTSTK,CE,405,0.05,
BFO,836324,1600,ITCLOPT,ITC25SEP400CE,25-SEP-2025,OPTSTK,CE,400,0.05,
BFO,837464,1600,ITCLOPT,ITC25SEP395CE,25-SEP-2025,OPTSTK,CE,395,0.05,
BFO,837281,1600,ITCLOPT,ITC25SEP390CE,25-SEP-2025,OPTSTK,CE,390,0.05,
BFO,832182,1600,ITCLOPT,ITC25SEP385CE,25-SEP-2025,OPTSTK,CE,385,0.05,
BFO,839047,1600,ITCLOPT,ITC25SEP380CE,25-SEP-2025,OPTSTK,CE,380,0.05,
BFO,859499,1600,ITCLOPT,ITC25SEP375CE,25-SEP-2025,OPTSTK,CE,375,0.05,
BFO,857724,1600,ITCLOPT,ITC25OCT460PE,30-OCT-2025,OPTSTK,PE,460,0.05,
BFO,856653,1600,ITCLOPT,ITC25OCT455PE,30-OCT-2025,OPTSTK,PE,455,0.05,
BFO,853853,1600,ITCLOPT,ITC25OCT450PE,30-OCT-2025,OPTSTK,PE,450,0.05,
BFO,849162,1600,ITCLOPT,ITC25OCT445PE,30-OCT-2025,OPTSTK,PE,445,0.05,
BFO,849006,1600,ITCLOPT,ITC25OCT440PE,30-OCT-2025,OPTSTK,PE,440,0.05,
BFO,850655,1600,ITCLOPT,ITC25OCT435PE,30-OCT-2025,OPTSTK,PE,435,0.05,
BFO,850492,1600,ITCLOPT,ITC25OCT430PE,30-OCT-2025,OPTSTK,PE,430,0.05,
BFO,852126,1600,ITCLOPT,ITC25OCT425PE,30-OCT-2025,OPTSTK,PE,425,0.05,
BFO,851973,1600,ITCLOPT,ITC25OCT420PE,30-OCT-2025,OPTSTK,PE,420,0.05,
